id,name,description,image,animation_url,external_url,edition,target,focus,power_rating,occurrence,country,rarity,card_group_lookup,created_date,human_impact,geocords,event_id,color_rarity_hex,color_bkgd_hex,color_card_hex,blog_post,location_name,map,travel_points,youtube_url,image_html,animation_html,special_image_html,token_quantity,price_in_usd,price_in_eth
28,#28  Uncommon Food Assistance (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Katani, Ghana (10.16055,-0.08484), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. 💟💟💟",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/28.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/28.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/28.html,G24,Food,Food Assistance,39,1 of 101,Ghana,Uncommon,Food Assistance F-6,21-Oct-2023,98,"10.16055,-0.08484",30,#2C51FF,#FFFFFF,#D3DDE1,https://givebasicneeds.org/events/giving-event-30,"Katani, Ghana","https://www.google.com/maps/search/?q=near10.16055,-0.08484,&ll=10.16055,-0.08484&z=17&t=h",21,https://youtu.be/X93kccT-gyY,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/28.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/28.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/F-6-E1614.jpg,101,21,0.01290322581
29,#29  Common Food Assistance (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Katani, Ghana (10.16055,-0.08484), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. 💟💟💟",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/29.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/29.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/29.html,G24,Food,Food Assistance,29,1 of 301,Ghana,Common,Food Assistance F-6,21-Oct-2023,98,"10.16055,-0.08484",30,#04AC5B,#FFFFFF,#D3DDE1,https://givebasicneeds.org/events/giving-event-30,"Katani, Ghana","https://www.google.com/maps/search/?q=near10.16055,-0.08484,&ll=10.16055,-0.08484&z=17&t=h",5,https://youtu.be/X93kccT-gyY,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/29.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/29.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/F-6-E1614.jpg,301,5,0.003072196621
30,#30  Super Rare Medical Clinic (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Tamale, Ghana (9.37701,-0.76371), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. 💟💟💟",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/30.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/30.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/30.html,G24,Medical,Medical Clinic,238,1 of 2,Ghana,Super Rare,Medical Clinic M-5,21-Oct-2023,2000,"9.37701,-0.76371",47,#FFD633,#FFFFFF,#DE3030,https://givebasicneeds.org/events/giving-event-47,"Tamale, Ghana","https://www.google.com/maps/search/?q=near9.37701,-0.76371,&ll=9.37701,-0.76371&z=17&t=h",3130,https://youtu.be/iuBZD_zPykQ,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/30.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/30.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/M-5-BEDC6.jpg,2,3130,1.923195084
31,#31  Rare Medical Clinic (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Tamale, Ghana (9.37701,-0.76371), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. 💟💟💟",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/31.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/31.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/31.html,G24,Medical,Medical Clinic,228,1 of 26,Ghana,Rare,Medical Clinic M-5,21-Oct-2023,2000,"9.37701,-0.76371",47,#6D41C4,#FFFFFF,#DE3030,https://givebasicneeds.org/events/giving-event-47,"Tamale, Ghana","https://www.google.com/maps/search/?q=near9.37701,-0.76371,&ll=9.37701,-0.76371&z=17&t=h",157,https://youtu.be/iuBZD_zPykQ,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/31.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/31.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/M-5-BEDC6.jpg,26,157,0.09646697389
32,#32  Uncommon Medical Clinic (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Tamale, Ghana (9.37701,-0.76371), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. 💟💟💟",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/32.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/32.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/32.html,G24,Medical,Medical Clinic,218,1 of 101,Ghana,Uncommon,Medical Clinic M-5,21-Oct-2023,2000,"9.37701,-0.76371",47,#2C51FF,#FFFFFF,#DE3030,https://givebasicneeds.org/events/giving-event-47,"Tamale, Ghana","https://www.google.com/maps/search/?q=near9.37701,-0.76371,&ll=9.37701,-0.76371&z=17&t=h",40,https://youtu.be/iuBZD_zPykQ,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/32.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/32.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/M-5-BEDC6.jpg,101,40,0.02457757296
33,#33  Common Medical Clinic (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Tamale, Ghana (9.37701,-0.76371), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. 💟💟💟",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/33.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/33.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/33.html,G24,Medical,Medical Clinic,208,1 of 301,Ghana,Common,Medical Clinic M-5,21-Oct-2023,2000,"9.37701,-0.76371",47,#04AC5B,#FFFFFF,#DE3030,https://givebasicneeds.org/events/giving-event-47,"Tamale, Ghana","https://www.google.com/maps/search/?q=near9.37701,-0.76371,&ll=9.37701,-0.76371&z=17&t=h",8,https://youtu.be/iuBZD_zPykQ,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/33.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/33.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/M-5-BEDC6.jpg,301,8,0.004915514593
34,#34  Super Rare Village Lighting (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Bakpoli, Ghana (10.19882,0.00335), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. 💟💟💟",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/34.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/34.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/34.html,G24,Shelter,Village Lighting,87,1 of 2,Ghana,Super Rare,Village Lighting S-3,21-Oct-2023,450,"10.19882,0.00335",45,#FFD633,#FFFFFF,#49DAC3,https://givebasicneeds.org/events/giving-event-45,"Bakpoli, Ghana","https://www.google.com/maps/search/?q=near10.19882,0.00335,&ll=10.19882,0.00335&z=17&t=h",2700,https://youtu.be/ktB1xTWXUiw,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/34.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/34.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/S-3-44D51.jpg,2,2700,1.658986175
35,#35  Rare Village Lighting (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Bakpoli, Ghana (10.19882,0.00335), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. 💟💟💟",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/35.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/35.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/35.html,G24,Shelter,Village Lighting,77,1 of 26,Ghana,Rare,Village Lighting S-3,21-Oct-2023,450,"10.19882,0.00335",45,#6D41C4,#FFFFFF,#49DAC3,https://givebasicneeds.org/events/giving-event-45,"Bakpoli, Ghana","https://www.google.com/maps/search/?q=near10.19882,0.00335,&ll=10.19882,0.00335&z=17&t=h",135,https://youtu.be/ktB1xTWXUiw,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/35.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/35.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/S-3-44D51.jpg,26,135,0.08294930876
36,#36  Uncommon Village Lighting (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Bakpoli, Ghana (10.19882,0.00335), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. 💟💟💟",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/36.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/36.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/36.html,G24,Shelter,Village Lighting,67,1 of 101,Ghana,Uncommon,Village Lighting S-3,21-Oct-2023,450,"10.19882,0.00335",45,#2C51FF,#FFFFFF,#49DAC3,https://givebasicneeds.org/events/giving-event-45,"Bakpoli, Ghana","https://www.google.com/maps/search/?q=near10.19882,0.00335,&ll=10.19882,0.00335&z=17&t=h",34,https://youtu.be/ktB1xTWXUiw,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/36.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/36.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/S-3-44D51.jpg,101,34,0.02089093702
37,#37  Common Village Lighting (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Bakpoli, Ghana (10.19882,0.00335), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. 💟💟💟",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/37.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/37.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/37.html,G24,Shelter,Village Lighting,57,1 of 301,Ghana,Common,Village Lighting S-3,21-Oct-2023,450,"10.19882,0.00335",45,#04AC5B,#FFFFFF,#49DAC3,https://givebasicneeds.org/events/giving-event-45,"Bakpoli, Ghana","https://www.google.com/maps/search/?q=near10.19882,0.00335,&ll=10.19882,0.00335&z=17&t=h",7,https://youtu.be/ktB1xTWXUiw,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/37.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/37.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/S-3-44D51.jpg,301,7,0.004301075269
38,#38  Super Rare Borehole (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Nausugu-Mang, Ghana (10.10257,-0.05639), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. 💟💟💟",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/38.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/38.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/38.html,G24,Food,Borehole,61,1 of 2,Ghana,Super Rare,Borehole F-5,21-Oct-2023,300,"10.10257,-0.05639",0,#FFD633,#FFFFFF,#D3DDE1,https://givebasicneeds.org/events/borehole-project-5,"Nausugu-Mang, Ghana","https://www.google.com/maps/search/?q=near10.10257,-0.05639,&ll=10.10257,-0.05639&z=17&t=h",2227,https://youtu.be/u488gzjm6YQ,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/38.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/38.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/F-5-8CED8.jpg,2,2227,1.368356375
39,#39  Rare Borehole (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Nausugu-Mang, Ghana (10.10257,-0.05639), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. 💟💟💟",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/39.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/39.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/39.html,G24,Food,Borehole,51,1 of 26,Ghana,Rare,Borehole F-5,21-Oct-2023,300,"10.10257,-0.05639",0,#6D41C4,#FFFFFF,#D3DDE1,https://givebasicneeds.org/events/borehole-project-5,"Nausugu-Mang, Ghana","https://www.google.com/maps/search/?q=near10.10257,-0.05639,&ll=10.10257,-0.05639&z=17&t=h",112,https://youtu.be/u488gzjm6YQ,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/39.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/39.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/F-5-8CED8.jpg,26,112,0.0688172043
40,#40  Uncommon Borehole (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Nausugu-Mang, Ghana (10.10257,-0.05639), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. 💟💟💟",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/40.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/40.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/40.html,G24,Food,Borehole,41,1 of 101,Ghana,Uncommon,Borehole F-5,21-Oct-2023,300,"10.10257,-0.05639",0,#2C51FF,#FFFFFF,#D3DDE1,https://givebasicneeds.org/events/borehole-project-5,"Nausugu-Mang, Ghana","https://www.google.com/maps/search/?q=near10.10257,-0.05639,&ll=10.10257,-0.05639&z=17&t=h",28,https://youtu.be/u488gzjm6YQ,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/40.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/40.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/F-5-8CED8.jpg,101,28,0.01720430108
41,#41  Common Borehole (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Nausugu-Mang, Ghana (10.10257,-0.05639), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. 💟💟💟",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/41.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/41.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/41.html,G24,Food,Borehole,31,1 of 301,Ghana,Common,Borehole F-5,21-Oct-2023,300,"10.10257,-0.05639",0,#04AC5B,#FFFFFF,#D3DDE1,https://givebasicneeds.org/events/borehole-project-5,"Nausugu-Mang, Ghana","https://www.google.com/maps/search/?q=near10.10257,-0.05639,&ll=10.10257,-0.05639&z=17&t=h",6,https://youtu.be/u488gzjm6YQ,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/41.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/41.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/F-5-8CED8.jpg,301,6,0.003686635945
42,#42  Super Rare Hygiene Products (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Mecca, CA, USA (33.56911,-116.07632), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. 💟💟💟",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/42.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/42.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/42.html,G24,Medical,Hygiene Products,216,1 of 2,USA,Super Rare,Hygiene Products M-1,21-Oct-2023,912,"33.56911,-116.07632",16,#FFD633,#FFFFFF,#DE3030,https://givebasicneeds.org/events/giving-event-16,"Mecca, CA, USA","https://www.google.com/maps/search/?q=near33.56911,-116.07632,&ll=33.56911,-116.07632&z=17&t=h",6123,https://youtu.be/WaZO8dPvhGo,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/42.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/42.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/M-1-819C1.jpg,2,6123,3.762211982
43,#43  Rare Hygiene Products (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Mecca, CA, USA (33.56911,-116.07632), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. 💟💟💟",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/43.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/43.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/43.html,G24,Medical,Hygiene Products,206,1 of 26,USA,Rare,Hygiene Products M-1,21-Oct-2023,912,"33.56911,-116.07632",16,#6D41C4,#FFFFFF,#DE3030,https://givebasicneeds.org/events/giving-event-16,"Mecca, CA, USA","https://www.google.com/maps/search/?q=near33.56911,-116.07632,&ll=33.56911,-116.07632&z=17&t=h",307,https://youtu.be/WaZO8dPvhGo,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/43.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/43.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/M-1-819C1.jpg,26,307,0.1886328725
44,#44  Uncommon Hygiene Products (G24),"Owning a Give Basic Needs NFT is more than just a transaction. It's a heartfelt gesture that helps us make the world a better place, one NFT at a time. By sponsoring a completed project like this one in Mecca, CA, USA (33.56911,-116.07632), you enable us to allocate funds to launch a new initiative, effectively creating a ripple effect of kindness. Your single action multiplies into a sequence of projects that touch lives worldwide! Thank you for your continued support. 💟💟💟",ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/44.png,ipfs://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi/44.mp4,https://bafybeidm4idxgesr6pj5w23lq75qdnad7xvsxpilzmawzibedig6yzzx3y.ipfs.dweb.link/44.html,G24,Medical,Hygiene Products,196,1 of 101,USA,Uncommon,Hygiene Products M-1,21-Oct-2023,912,"33.56911,-116.07632",16,#2C51FF,#FFFFFF,#DE3030,https://givebasicneeds.org/events/giving-event-16,"Mecca, CA, USA","https://www.google.com/maps/search/?q=near33.56911,-116.07632,&ll=33.56911,-116.07632&z=17&t=h",77,https://youtu.be/WaZO8dPvhGo,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/44.png,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/44.mp4,https://bafybeihe4owqivc2wo2uyijrplvxb6gxrghw42rtt73ty6lknajrssbjvi.ipfs.dweb.link/M-1-819C1.jpg,101,77,0.04731182796
